,favorite_count,retweet_count,tweet_id
253,23996,7140,841680565212454913
254,11702,3305,841439843452387328
255,18384,10433,841307937456979968
256,14712,4223,841311812641533952
257,21297,4878,841077001360461824
258,0,1619,4196983835
259,0,14563,4196983835
260,163,2,840547864354918400
261,11455,889,840696683398746112
262,8411,1619,840632328313495553
263,15309,4171,840370672886923264
264,17856,5204,840267990708961280
265,12507,2063,839990262579396609
266,25522,7050,839549305585295362
267,0,132,41198418
268,25181,5918,839239862192648194
269,18334,3662,838948685203460098
270,10399,1852,838921573767618560
271,0,31,4196983835
272,0,9997,4196983835
273,10228,1229,838561486968668161
274,20933,4331,838476379071086592
275,0,9156,4196983835
276,1567,301,21955058
277,133,1,3235854317
278,16431,2831,838083881886633984
279,31770,7133,837820156113911808
280,3598,405,827593379009675264
281,11967,2058,837471224582262785
282,15050,2173,837110202889617409
283,11924,2107,836989950847512576
284,18090,4254,836753505905963010
285,11824,2019,836677701918392320
286,0,506,4196983835
287,0,25006,4196983835
288,13879,2745,836380472099897348
289,19914,3974,836260074393747456
290,17859,3878,836001068119019522
291,0,7404,4196983835
292,16607,3291,835574540805763072
293,0,1539,4196983835
294,0,19108,4196983835
295,15402,2733,835297922317070336
296,7216,1539,835264086267072512
297,1987,63,26259576
298,24518,5284,835172763019194370
299,20902,2755,835152428160978949
300,10080,1486,834931620566208513
301,20180,5102,834786230550290432
302,12786,2304,834574036302757888
303,0,9742,4196983835
304,9017,1543,834458045388378116
305,19204,4316,834209711306186752
306,14807,3353,834167335145570304
307,9429,1960,834089966724603904
308,12215,2037,834086371694362625
309,12595,2204,833863075296067585
310,17043,3482,833826091328430080
311,0,203,44667502
312,19641,2991,833722895578886144
313,13975,1885,833479630938062852
314,18954,4432,833124662091542528
315,12402,2007,832998142459011073
316,0,38,4196983835
317,15820,3312,832757300183994371
318,11118,1725,832266472856645634
319,2730,484,832645525019123713
320,14861,2553,832636085544955904
321,11215,2034,832397519002988544
322,16039,2913,832369869089800192
323,10632,2139,832273373149413377
324,0,5705,4196983835
325,0,8563,4196983835
326,59,2,30582082
327,0,8796,4196983835
328,16735,4291,832032796369645570
329,22429,5642,831939770607616000
330,319,34,20683724
331,25770,5956,831911578865848320
332,9767,1685,831670443132252160
333,6668,1782,831650039864885250
334,8439,2153,831552915512901632
335,8729,1438,831322776149430272
336,6160,1035,831314890077908992
337,11062,2256,831309408604868609
338,11131,1883,831262617675051009
339,7495,1373,830956118893543424
340,62249,15364,830583314243268608
341,0,5224,4196983835
342,9133,2686,830097389742673920
343,0,4589,4196983835
344,11491,1789,829861385404309504
345,29816,9742,829501977667235840
346,9846,1854,829449933933666313
347,22861,6745,829141507319934977
348,50153,15053,829011938298429440
349,0,3150,4196983835
350,24019,5378,828770330328104960
351,34159,10287,828708704870555649
352,8929,1232,828650005158301697
353,6031,1078,828409725217865731
354,7232,1182,828408667334647809
355,11832,2054,828381626287656960
356,6969,990,828376488684695552
357,11841,2720,828372634769440768
358,2063,165,828361771580813312
359,11026,2646,828046540409180160
360,9746,1981,828011664142393344
361,18788,4812,827933393308442624
362,14553,2787,827653897133101057
363,7044,863,827593379009675264
364,14902,2798,827324936784117760
365,9969,2054,827199955093843969
366,20257,4589,826958645422342144
367,33951,9304,826848814229237760
368,0,3668,4196983835
369,4845,229,826598799820865537
370,9421,2173,826598343044452352
371,17323,3882,826476722593865729
372,12498,2410,826240471433412613
373,4585,855,826204706728968192
374,14701,2857,826115125966958597
375,9900,1733,825876488746565634
376,11984,2324,825829613733629956
377,53812,16301,825535037626056704
378,17204,4167,825147581856677888
379,0,1165,4196983835
380,5889,1165,825026580980314112
381,0,5078,4196983835
382,14017,3259,824775105737809920
383,9919,1635,824663919851687936
384,11140,9853,824325607026737152
385,14179,3552,824297040662450181
386,4566,2116,823966198056517633
387,10036,2522,823939620815667201
388,0,10312,4196983835
389,13166,2330,823698991951056896
390,12221,2433,823581103512436736
391,662,22,1582853809
392,14777,3704,823322663322079233
393,0,9184,4196983835
394,16326,3188,822975307724496896
395,123687,39755,822872859181809664
396,12412,2104,822859122781683714
397,0,5932,4196983835
398,13930,2720,822610349065179137
399,17058,5932,822489041455157248
400,26208,13078,822462929555652610
401,33005,9184,822244810299936769
402,0,4352,4196983835
403,10643,2131,821886054592552961
404,0,3114,4196983835
405,7887,1553,821765912948772865
406,7545,1625,821522878252384256
407,0,5107,4196983835
408,11069,3978,262052670
409,236,8,113211856
410,8086,1818,821149477142556673
411,9033,1962,821107776281669633
412,11908,2114,821044517277233152
413,0,6213,4196983835
414,29718,9156,820749705474965509
415,11557,2990,820690162338279425
416,0,521,4196983835
417,0,2383,4196983835
418,3152,521,872887164
419,18572,5762,820078598778454020
420,0,1079,4196983835
421,5004,1079,819952225594261509
422,12197,4527,819924138965999617
423,12579,2856,819711336993198081
424,9126,1864,819588347551064066
425,6810,1115,819347090459463681
426,2133,378,819238181065359361
427,21733,6213,819227674182828033
428,0,34417,4196983835
429,0,17724,4196983835
430,42883,17724,819006388206649344
431,82412,34417,819004789207928832
432,0,19359,4196983835
433,21153,7036,818627201767710720
434,9271,2345,818614452752760832
435,0,5669,4196983835
436,10241,2263,818536454431260672
437,0,7420,4196983835
438,10381,2073,818259456588812288
439,11584,2360,818145346668916739
440,4594,731,817902075942240256
441,48441,25006,817827663108771841
442,10191,2513,817777588030476288
443,11080,2719,817536359321714688
444,0,3131,4196983835
445,31734,13527,817423809049493505
446,5281,885,817415587425058816
447,0,7834,4196983835
448,8282,1856,817171279044313089
449,11506,2404,817120951791824896
450,8107,1509,817056537596207104
451,0,4371,4196983835
452,9449,1885,816816665971347457
453,9212,2046,816697633502658561
454,28575,7420,816450564926164996
455,8148,1793,816336726218117120
456,8463,1978,816091903011725312
457,0,942,4196983835
458,0,4861,4196983835
459,4679,942,815990706170904578
460,21061,7834,815965888126062592
461,0,3841,4196983835
462,9278,2108,815736380588433408
463,7800,1547,815639378504589312
464,9798,3551,815390410663231493
465,7239,1183,814986493374636033
466,10660,2515,814638512821694464
467,0,5438,4196983835
468,8189,1732,814530153418203136
469,27152,8074,814152984946876416
470,0,2944,4196983835
471,8831,1724,813910431769251840
472,34518,12990,813812734823399424
473,7866,1640,813800671384391680
474,17623,6823,813217879311192066
475,8741,1700,813202711042818048
476,18758,4029,813187585275109376
477,8777,1799,813172481494134784
478,7355,2059,813157384998756352
479,8060,2236,813142281943252992
480,4253,417,813130366689148928
481,11180,2909,813127235553071104
482,9771,2554,813112099903782912
483,10002,3368,813096980234797056
484,9400,2586,813081915272073216
485,7527,1821,813066793606516737
486,19864,6818,813051729789014016
487,7128,1783,812781114158743552
488,6273,1347,812709052820099072
489,5721,1147,812503138594865152
490,7554,1796,812466868514619392
491,12892,3410,812372222392303616
492,6892,1304,811985615826714624
493,7132,1466,811744184822595584
494,5300,680,811647686436880384
495,12035,2837,811627196553035776
496,19797,5956,811386757417680897
497,5036,1325,810984648008466432
498,8503,1637,810896035115433984
499,10396,2460,810657562332954624
500,33192,10461,810284425116315648
501,13930,3150,810254102546489344
502,14741,3668,809920757623115780
503,0,4557,4196983835
504,6588,1361,809448667128074240
505,18811,5225,809220046199328768
506,12524,3282,809084648806457345
507,9617,2855,808838232662081536
508,7472,2028,808733489898004481
509,10721,2447,808501555154432000
510,40047,19359,808344865868283904
511,0,5490,4196983835
512,8368,2062,808106447573843970
513,11808,3295,808001293671243776
514,13806,3372,807621395395944448
515,111198,51426,807106774843039744
516,0,6863,4196983835
517,12427,3614,807010136866902017
518,70328,32227,806629061598597121
519,0,5125,4196983835
520,4646,6594,806570877513039879
521,9702,2208,806542203287957504
522,0,10832,4196983835
523,6115,1130,806219017505546240
524,0,4990,4196983835
525,7854,1794,805932861408694272
526,6214,1710,805826823359631360
527,0,7431,4196983835
528,5463,1547,805520626039619589
529,8317,2369,805487414768701441
530,7456,1621,805207605383602176
531,12936,3589,804738744741928960
532,5823,14496,224722164
533,0,2999,4196983835
534,41893,14966,804026231603785732
535,9511,2577,803773317803048960
536,0,6896,4196983835
537,10340,3872,803638023904559104
538,7363,1762,803380639571513345
539,0,4937,4196983835
540,9505,2289,803276589882572800
541,8553,1865,802952490266357760
542,0,2716,4196983835
543,6746,1377,802600418706604034
544,8492,2348,802572675407376385
545,15295,5454,802323849832337408
546,6600,1287,802265039247904768
547,8623,2448,802239319792455680
548,0,250,24885566
549,7347,1592,801958320831508480
550,1720,218,11856342
551,7794,1946,801538154108952576
552,5718,770,801285440351240192
553,23101,5490,801167887901724672
554,0,3689,4196983835
555,7658,1981,801115094935449600
556,645,90,291859009
557,0,1511,79923701
558,10062,2614,800751482706493448
559,12453,2813,800513314459525120
560,9018,2054,800459302930628608
561,0,4009,4196983835
562,10571,2626,800388246178004993
563,0,3679,4196983835
564,14469,2383,800141411257643009
565,26805,12255,800018199223959552
566,0,4351,4196983835
567,7946,1998,799757951082721281
568,7668,1792,799422915762470912
569,0,5056,4196983835
570,9359,2549,799297094976577539
571,7674,2333,799063471937769472
572,12380,4140,798933932586782720
573,7145,1355,798925670629916672
574,0,6182,4196983835
575,0,7204,4196983835
576,0,6071,4196983835
577,0,4626,4196983835
578,0,2172,4196983835
579,0,4416,4196983835
580,0,5202,4196983835
581,0,3666,4196983835
582,0,1736,4196983835
583,0,1856,4196983835
584,0,5250,4196983835
585,0,5454,4196983835
586,0,3130,4196983835
587,9893,2418,798209828535541760
588,10917,2881,797971806841802752
589,13831,4602,797545138759139328
590,18863,6128,797236631975657472
591,212,24,29166305
592,0,8323,4196983835
593,7284,1825,796865939568373760
594,11169,2819,796759815062253568
595,0,6702,4196983835
596,7164,1644,796484810906615808
597,10421,3875,796387451484782592
598,0,13317,4196983835
599,30380,13317,796149732779421699
600,4723,1450,796123648415432708
601,8612,2243,796116435260952576
602,7994,2158,796080068686737408
603,10234,3489,796031477968412672
604,46606,21867,795464066940764160
605,9469,2672,795400250953527296
606,15296,5078,795076720525279233
607,0,3144,4196983835
608,9645,2152,794926589897310208
609,0,9625,4196983835
610,9103,2530,794332306219696132
611,8746,3102,794205269047836673
612,15857,4557,793962202520834048
613,8739,1739,793845129635332096
614,0,2917,4196983835
615,7555,1510,793601770836660225
616,10085,2222,793500909619806208
617,23283,8563,793286466235408384
618,8230,2236,793271391365783552
619,18869,7768,793256253871034369
620,9951,3062,793241263780818944
621,9253,2704,793226051610669057
622,8446,2599,793210952363732998
623,14393,5254,793195928287055872
624,6539,1857,793180755497136128
625,8873,2618,793165673107161088
626,5828,1591,793150552360284160
627,6054,2347,793135477268291584
628,11981,3665,793120395666812928
629,13541,3697,792913326326026240
630,10677,3990,792883812854292481
631,6980,1567,792773773367906305
632,12673,4000,792394534248386560
633,6758,1663,792050052348907520
634,0,19615,4196983835
635,0,8847,4196983835
636,0,3544,4196983835
637,42611,20675,791774931465953280
638,11114,2917,791672307924209664
639,12454,3841,791406944514871298
640,8296,2356,791312150644027393
641,0,3789,4196983835
642,9278,1981,790987417641750529
643,15822,4371,790946047744966656
644,0,2137,4196983835
645,7778,1796,790698747059548161
646,19483,6617,790581940780924928
647,7404,1763,790337582504763392
648,11858,2944,790277108719386624
649,0,3293,4196983835
650,8778,2137,789986461038837761
651,0,3807,4196983835
652,9755,3871,789903600034189313
653,7058,1637,789628648391401472
654,6358,1786,789599232806223873
655,11051,3144,789530855911882752
656,8176,44500,788818312381603841
657,0,4572,4196983835
658,8625,2434,789268438468423680
659,9201,2598,789137928387698688
660,25990,11668,788908364977823744
661,25824,9625,788765906553962498
662,0,6630,4196983835
663,14664,4906,788412135785267200
664,6872,1966,788178260857356288
665,5778,1196,788150566354583552
666,0,3200,4196983835
667,5771,1218,788039617207472128
668,8124,2831,787810541230227456
669,9679,2576,787717579116802050
670,10297,2653,787397946748833792
671,7369,1621,787322437922873345
672,0,6275,4196983835
673,25198,7404,786963058530906112
674,0,2267,4196983835
675,17318,5705,786709075132383232
676,10019,2358,786664949540159489
677,8953,2901,786595918321680384
678,10252,3204,786363218646138880
679,7544,2634,786286427768250368
680,14360,4352,786233954131144704
681,1350,145,730505014150582272
682,0,6479,4196983835
683,10768,2973,785927792949071872
684,6319,1667,785872596088811520
685,7429,2098,785639740259303424
686,8555,1831,785533378355396613
687,5771,1155,785515384317313025
688,6888,1511,785264731401646082
689,11326,4474,785170917014011904
690,9548,2999,784826004988653570
691,8468,2355,784517508296478720
692,5429,1181,784431410685902849
693,18886,7431,784183165795655680
694,27999,10312,784057939640352768
695,28294,9997,783839953138683904
696,6953,1819,783821100060905476
697,9833,2980,783695093576368128
698,7941,2071,783466761438031873
699,15949,5070,783391725767262208
700,0,5128,4196983835
701,27384,10832,783334603142598656
702,7706,2016,783085675914461188
703,22735,6863,782969083092471809
704,7048,1314,782747129714532352
705,16227,4990,782722587017285632
706,7360,1763,782598630494449665
707,15659,5107,782305851176525824
708,0,5707,4196983835
709,10533,3125,781955193151913988
710,9842,2508,781661833186930688
711,3762,1047,781655249211752448
712,19519,5125,781524684185694209
713,6714,2374,781308096455073793
714,7891,1919,781251271890235393
715,9239,2572,781163395106082816
716,20428,6702,780931599936458752
717,6774,1855,780858283800297472
718,5174,1196,780800773873668096
719,11394,3114,780601293052190720
720,5927,1623,780543507299794944
721,0,3408,4196983835
722,0,103,1228325660
723,4981,999,780459363064549377
724,8183,2075,780192040856543234
725,0,2120,4196983835
726,11387,4554,780074436359819264
727,17699,6479,779834320894713856
728,8228,2872,779377444025499652
729,0,16934,4196983835
730,13839,4191,779056089409196032
731,18690,6626,778990686406402048
732,0,9107,4196983835
733,819,337,778764940568104960
734,6442,1203,778748901197160448
735,5405,1384,778650521737498624
736,4328,940,778624895001436165
737,12829,3992,778408191155695616
738,0,11284,4196983835
739,5487,1018,778383379104407553
740,9711,3050,778286802910212101
741,7957,2453,778039065794977792
742,6174,1490,778027018185240576
743,0,3252,4196983835
744,5981,1511,777885031146586112
745,10578,2716,777684227185868800
746,0,3904,4196983835
747,8193,2329,777621500824260608
748,13266,3972,777189753083092992
749,0,12529,4196983835
750,4595,1110,776813006122586112
751,8215,2545,776477764421582849
752,0,8412,4196983835
753,27987,14638,776218187788611584
754,8998,2328,776201512041189376
755,11073,4009,776113296390942720
756,1710,141,776088309558874112
757,0,15454,4196983835
758,11002,2452,775842712763396096
759,13028,3689,775733297511067649
760,12236,4260,775729177962156032
761,6918,2707,775364811441967105
762,9545,3612,775350846108426240
763,14581,4351,775085121305206785
764,8108,1650,774757887117852673
765,6344,1609,774639367960850432
766,20467,5056,774314388044058624
767,10121,3573,773985718767149057
768,6042,1615,773922276815335424
769,6222,1494,773704673102557184
770,5042,1220,773670344028786688
771,20761,5669,773547591439122432
772,0,4652,4196983835
773,21905,6924,773308813344645120
774,8856,2990,773247546009456640
775,9352,3790,773191601376137218
776,8022,3568,772874595468795904
777,7551,2199,772826251237199873
778,0,3101,4196983835
779,6085,1578,772581537120477184
780,5660,1285,772193097816150016
781,3579,1048,772152984096632836
782,3535,685,772117672238714880
783,2574,440,772114938034814977
784,3761,861,772102964165111808
785,6160,414,771905566990041088
786,11245,3130,771770449999097856
787,7745,2413,771500959348449280
788,9883,4652,771380787874828288
789,0,6866,4196983835
790,8575,2699,771136641138319360
791,5846,1324,7744592
792,6458,1533,771014280602853380
793,4604,1099,770787842972942337
794,4875,1319,770772746032873472
795,6902,1660,770655131100741632
796,5920,1919,770414268261011456
797,5836,1351,770293541604093952
798,0,2801,4196983835
799,7120,2115,770069132691795970
800,29197,8796,769940407350362112
801,6024,1556,769695460001013760
802,0,7103,4196983835
803,5067,1592,769212274728964096
804,13357,5972,768967618174877700
805,0,2427,4196983835
806,3919,819,768855135757926400
807,3844,1094,768609590535680000
808,4722,1183,768596278481657856
809,0,5364,4196983835
810,12737,3149,768473849214140416
811,10143,3252,768193396825583616
812,4452,1261,767884178016927744
813,14936,4937,767754923563974658
814,7024,2139,767500493799231488
815,11496,3455,767191392800108546
816,9518,2628,767122150545391618
817,4727,1249,766793443951665152
818,2458,345,766714921925144576
819,3782,727,766693171900387328
820,5613,1449,766423252247994368
821,6325,1726,766313309717037056
822,0,2410,4196983835
823,3926,770,766069192135237633
824,3524,456,766008557347233792
825,6784,1983,765719895086596097
826,4843,1127,765669514012917760
827,25040,3096,765395759286149124
828,6649,1995,765371051345846272
829,10892,3101,765222089175556096
830,6062,1641,764857472309948416
831,5621,1382,764259772866658304
832,729,49,15846407
833,11718,3789,763837560732971008
834,5042,1351,763183833575481344
835,0,2739,4196983835
836,6904,2109,763103480118640640
837,11326,3293,762699853369581568
838,10483,5876,762471745303355393
839,9611,3807,762464530748145664
840,4491,1026,762316483720511488
841,29713,14227,762035577168560129
842,5027,1816,761976704302714881
843,0,3571,4196983835
844,4004,790,761745343629422592
845,46130,26611,761672828462718981
846,3871,1096,761599864782348294
847,0,16577,4196983835
848,4811,1332,761334013550268417
849,4173,998,761292941797326848
850,4980,1437,761227386398633985
851,10616,3200,761004543874392064
852,3563,885,760893927574605825
853,6159,1741,760656987008987136
854,4658,1184,760641126541983744
855,7056,3323,760539157622059009
856,3909,1278,760521673607086080
857,24991,10522,760289324994879489
858,3693,795,760252748986220544
859,5333,1641,760190172482920448
860,0,28,195036846
861,5512,1924,759943073749200896
862,6266,1792,759846345045835776
863,5562,1756,759793413751472128
864,4388,1100,759557292580806657
865,7913,2267,759447672080175104
866,1558,260,759167558763196416
867,5681,1797,759197380596170757
868,0,1065,4196983835
869,13581,3804,759099516616339456
870,6054,1844,759047798813712385
871,3313,838,758854659951865861
872,10439,3538,758828647570558976
873,5365,1496,758740300751708160
874,3544,911,758474885559615488
875,4460,2025,758467147756691456
876,4859,1756,758405694332735488
877,3142,956,758355003270651905
878,17641,9107,758099635764359168
879,2521,338,758041011524427776
880,6384,3011,757741862451109889
881,0,7180,4196983835
882,4242,1108,757725635913584640
883,4281,1003,757611655744393216
884,0,277,4196983835
885,4058,954,757596060105707520
886,14101,6292,757400155624792065
887,5428,1573,757393098737651713
888,4198,1298,757354752359432192
889,5856,1829,756998020437278720
890,6188,1831,756939201392807936
891,4682,1190,756651745628057600
892,9676,3287,756526239901507585
893,3681,1002,756303244222160896
894,41073,16250,756288526673649665
895,5959,1402,756275824932876290
896,6809,2615,755955658164465664
897,15258,4886,755206499077615616
898,19666,10147,755110610942169088
899,0,7216,4196983835
900,6427,2305,754856550720761857
901,2408,476,754747081328328704
902,4917,1785,754481405627957248
903,3493,671,754449482473992192
904,7364,2153,754120358878412800
905,5435,1983,753655892701249536
906,7314,3225,753420390836346880
907,5338,1723,753398183879991296
908,7114,2120,753375662195507200
909,0,5185,4196983835
910,3117,955,753294480162295809
911,34497,19108,753039830821511168
912,3641,874,753026963640573953
913,11721,6275,752932432744185856
914,6490,1437,752917276685438976
915,0,2604,4196983835
916,5576,1454,752682082904772608
917,4066,1418,752660706479239172
918,5104,2076,752568224206688256
919,6832,3144,752519679353257984
920,3580,1006,22396326
921,0,14855,4196983835
922,5526,1664,752173142286692352
923,2840,830,751950017322246144
924,4813,1195,751937146756468736
925,5421,1782,751830383478632448
926,5373,2607,751793661361422336
927,7389,2821,751598350038929408
928,4089,1001,751583840003584000
929,4699,1143,751538705064755201
930,2993,920,751456786360725504
931,11697,5370,751250895690731520
932,5886,1659,751205334442766336
933,4716,1179,751132866713677825
934,4437,1241,750868771745763329
935,12221,4572,750719617786609664
936,4123,1043,750506196939972608
937,12269,3904,750429289032642560
938,4254,1038,750383404370300928
939,666,26,4717297476
940,2897,873,750147201331068929
941,3352,1174,750132096795049984
942,4037,1204,750117017039011840
943,2836,772,750101891116392448
944,2020,490,749842022312337408
945,7227,3020,750071693578735616
946,2946,817,749833783789154304
947,2951,564,749828107587248128
948,2519,717,750023357219962880
949,2996,819,749821559804690432
950,2819,754,749823820396163072
951,4766,2270,749850882955702272
952,4339,1205,749774184847446016
953,5655,1505,749417644336513024
954,2429,489,749403085643063300
955,7935,3142,749395837562843136
956,5082,2038,749316899712950272
957,5349,1878,749075273010798592
958,4488,1400,749064343547944960
959,2873,728,749036286288207872
960,9991,3120,748978218523176960
961,5393,2052,748932629869756416
962,2577,871,3260261071
963,4398,1452,748699139601563648
964,3942,1223,748692763684835328
965,5613,1799,748575526948843521
966,2039,606,2813743994
967,4836,1119,748346678575497217
968,7028,3721,748337862848962560
969,3440,689,748324042759938048
970,3434,652,748307320023703552
971,13099,7079,748220828303695873
972,5362,1949,747963600220917761
